"nid","title","field_tipo_da_impress_o","field_ano","field_numero","field_preced_ncia","field__rea","field_respons_vel","field_tiragem","field_originais","field_formato","field_entrada","field_material_1","field_pre_o_1","field_material_2","field_pre_o_2","field_material_3","field_pre_o_3","field_material_4","field_pre_o_4","field_material_5","field_pre_o_5","field_material_6","field_pre_o_6","field_material_7","field_pre_o_7","field_observa_o","field_fonte"
"12872","Estudos de Poesia e Prosa Helenística","Off-Set","2017","7","Departamento de Letras Clássicas e Vernáculas - DLCV / Área de Letras Clássicas (Editora Humanitas)","Acadêmica","Professor Dr. Fernando Rodrigues Jr ","500","204","A5 (14 x 21cm)","12/15/2017","4000 Folhas de Papel Pólen Soft 80grs (66 x 96cm)","R$ 1600.00","64 Chapas positivas de alumínio (Impressora Catu 510)","R$250.88","Fotolitos (Capa quatro cores)","R$100.00","188 Folhas de Papel Supremo 250 grs (branco / para capa) - 66 x 96cm","R$171.08","Impressão das capas (quatro cores / R$ 70,00 por cor)","R$210.00","Laminação fosca","R$190.00","Plastificação brilhante","","<p>Observação:<br />
Os 30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","DLCV / Apoio a Publicações - Letras Clássicas"
"12857","Cadernos de Historiografia Linguística nº 2","Off-Set","2017","6","Departamento de Linguística - FFLCH/USP","Acadêmica","A pedido da Srta. Helena (Serviços de Editoração e Distribuição - FFLCH/USP)","300","190","A5","05/31/2017","2227 Folhas de Papel Pólen Soft 80gr (66 x 96cm)","R$ 890.80","50 Chapas Positivas de Alumínio (Impressora Catu 510)","R$196.00","04 Fotolitos (04 cores)","R$100.00","113 Folhas de Cartão 240g (66 x 96cm) para impressão da capa","R$59.89","04 Cores (capa)","R$210.00","Laminação fosca","R$100.00","Plastificação brilhante","","<p>Fonte pagadora: Departamento de Linguística - FFLCH/USP (Verba de Publicação do Depto.de Linguística). Observação: Para que não haja um aumento considerável no orçamento, as duas páginas<br />
coloridas constantes no interior da publicação poderão ser impressas digitalmente e,posteriormente, entregues a Seção Gráfica da FFLCH para posterior inserção no miolo da publicação sem prejuízo na qualidade do acabamento.<br />
Os 30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Departamento de Linguística - FFLCH/USP (Verba de Publicação do Depto. de Linguística)"
"12825","Publicação: Jornal - Terceira Idade","Off-Set","2017","5","Serviço de Produção Editorial - PRCEU/USP","Administrativa","Michel Sitnik (Pró Reitoria de Cultura e Ext. Universitária - Divisão de Comunicação Institucional)","1000","100","A4","02/02/2017","7813 Folhas de Papel Reciclado 75 grs (66 x 96cm)","R$ 1250.08","35 Chapas positivas de Alumínio","R$397.25","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Os 30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Serviço de Produção Editorial - PRCEU/USP"
"12820","Boletim da Associação Atlética Oswald de Andrade","Off-Set","2017","4","Assoc. Atlética Oswald de Andrade - AAAOA","Acadêmica","Srta. Letícia Lucato Schiavi (Vice-Presidente)","500","35","Livreto A5 (21 x 15cm)","01/24/2017","684 Folhas de Papel Off-Set (75grs - 66 x 96cm)","R$ 95.76","13Chapas Positivas de Alumínio","R$50.96","188 Cartão para Impressão da Capa (Color Plus 180 gr - 66 x 96cm - Cartagena)","R$313.96","Fotolito","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Os boletins serão grampeados (02 grampos).<br />
Os 30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Diretoria da FFLCH"
"12818","Agenda da FFLCH 2017","Off-Set","2017","3","Diretoria da FFLCH","Professora Maria Arminda","Professora Maria Arminda","1000","124","14 x 21cm (A5)","01/24/2017","4844 Folhas de Papel Pólen-Soft (80 gr)","R$ 1937.90","39 Chapas Positivas de Alumínio","R$152.88","375 Folhas de Papel Gráfico (Fibra longit 240 gr) para impressão da capa","R$198.75","Impressão das capas (cores - Azul)","R$72.50","1500 Capas para Plastificação Brilhante","R$150.00","02 Fotolitos","R$35.00","1200 Espirais, tamanho 12mm, cor branca","R$172.70","<p>As 1000 agendas serão encadernadas (com espirais) pela seção Gráfica da FFLCH.<br />
Os 30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão,blanqueta, restauradoras etc.</p>
","Diretoria da FFLCH"
"12817","Manual do Calouro - CAF 2017","Off-Set","2017","2","Centro Acadêmico de Filosofia (CAF)","Acadêmica","Vinícius Paiola de Oliveira (Diretor)","130","47","A4","01/19/2017","478 Folhas de Papel Jornal 52grs (66 x 96cm)","R$ 47.80","15 Chapas Positivas de Alumínio","R$170.25","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Os manuais deverão ser grampeados (02 grampos).<br />
30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Diretoria da FFLCH"
"12815","Manual do Calouro - Letras 2017","Off-Set","2017","1","CAELL - Centro Acadêmico de Estudos Linguísticos e Leterários ""Oswald de Andrade""","Acadêmica","José Félix do Nascimento Neto / Srta. Marina Moreira Paiano","900","13","A4","01/17/2017","915 Folhas de Papel Jornal 52grs (66 x 96cm)","R$ 91.50","05 Chapas Positivas de Alumínio","R$68.10","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Observação: Os manuais deverão ser grampeados (02 grampos).<br />
30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras, etc.</p>
","Diretoria da FFLCH"
"12808","Relatório do Grupo de Trabalho Análise da Avaliação Institucional 2010/2014","Off-Set","2016","25","Gabinete do Vice-Reitor","Acadêmica","Professor Pedro","500","20","A5","12/13/2016","391 Folhas de Papel Gráfico 75 grs - (66 x 96cm)","R$ 54.74","Chapas positivas de alumínio (Catu 510)","R$31.36","Fotolitos","","Cartão para impressão da capa (Fornecido pela Vice-Reitoria)","R$0.00","Impressão das capas (preto e branco)","R$0.00","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Vice-Reitoria"
"12790","Poesia Armênia Cristã","Off-Set","2016","24","Humanitas FFLCH/USP","Acadêmica","Srta. Maria Helena Goncalves Rodrigues","150","220","A5 (14 x 21cm)","11/09/2016","1547 Folhas de Papel Pólen Soft 80grs (66 x 96cm)","R$ 618.80","74 Chapas Positivas de Alumínio (Impressora Off- Set Catu)","R$290.08","4 Fotolitos","R$75.00","57 Folhas de Cartão para Impressão da Capa (Papel Supremo 250grs - 66 x 96grs)","R$51.87","Impressão das capas (Em quatro cores)","R$450.00","Laminação fosca","R$100.00","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Departamento de Letras Orientais"
"12788","Caderno de Anotações (Diretoria)","Off-Set","2016","23","Vice-Diretoria da FFLCH","Administração","Srta. Dayane Esteves Nogueira","200","100","A4","11/04/2016","1563 Folhas de Papel Pólen Soft 80 grs - (66 x 96cm)","R$ 625.20","75 Folhas Cartolina 290grs (50 x 60cm)","R$36.75","Plastificação brilhante","R$80.00","Impressão das capas (cores)","R$75.00","Furar e espiralar com Wire-o 200 cadernos no tamanho (16 x 21cm)","R$760.00","02 Fotolitos","R$30.00","Plastificação brilhante","","<p>Os 30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Diretoria da FFLCH"
"12784","Outorga do Título de Professor Emérito a Ataliba Teixeira de Castilho","Off-Set","2016","22","Assistência Acadêmica","Acadêmica","Rosângela Duarte Vicente","200","48","A5","10/21/2016","450 Folhas de papel Polén Soft 80grs (66 x 96cm)","R$ 180.00","18 Chapas Positivas de Alumínio","R$70.56","Fotolito","","100 Folhas de Papel Vergê Opala 180 grs (66 x 96cm) ","R$86.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Diretoria"
"12781","Projeto Selo Editorial Malha Fina Cartonera (Ponte 2 Ensaios)","Off-Set","2016","21","Departamento de Letras Modernas - DLM","Acadêmica","Profa. Dra. Idalia Morejón Arnaiz","100","44","A5","10/06/2016","207 Folhas de Papel Sulfite 75grs (66 x 96cm)","R$ 29.00","16 Chapas Positivas de Alumínio (CATU)","R$62.72","18 Folhas do Papel Color Plus Cartagena (Laranja) para a guarda do miolo","R$30.06","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Observação:<br />
30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Departamento de Letras Modernas - DLM"
"12769","O KULA - Edição nº16","Off-Set","2016","20","CeUPES - Centro Universitário de Pesquisas e Estudos Sociais","Acadêmica","Felipe Gayotto","500","22","A4","09/14/2016","860 Folhas de papel jornal 52grs (66 x 96cm)","R$ 86.00","15 Chapas positivas de Alumínio","R$58.80","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Verba CEUPES"
"12755","Projeto Selo Editorial Malha Fina Cartonera (Escrita Riscada)","Off-Set","2016","19","Departamento de Letras Modernas - DLM","Acadêmica","Profa. Dra. Idalia Morejón Arnaiz","100","44","A5","08/09/2016","207 Folhas de Papel Sulfite 75grs (66 x 96cm)","R$ 29.00","15 Chapas Positivas de Alumínio (CATU)","R$58.80","17 Folhas de papel reciclado de 75grs - 66 x 96cm","R$2.72","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Profa. Dra. Idalia Morejón Arnaiz (Diretamente na Tesouraria)"
"12725","História dos Armênios","Off-Set","2016","18","Editora Humanitas","Acadêmica","Srta. Helena","200","208","A5 (14 x 21cm)","04/27/2016","1950 Folhas de papel sulfite (75gr - 66 x 96 cm)","R$ 273.00","65 Chapas positivas de alumínio (CATU)","R$254.80","100 Folhas de cartão Supremo 250gr - 66 x 96cm) - Impressão da Capa","R$92.00","Impressão da capa (três cores)","R$300.00","Impressão de fotolitos","R$50.00","Laminação fosca","R$100.00","Plastificação brilhante","","<p>30% sobre o total de materiais representa os gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras, etc.</p>
","Integral para a Editora Humanitas (Recolhimento na Tesouraria da FFLCH)"
"12724","Caderno de Ramais da USP","Off-Set","2016","17","Serviço de Comunicação Social","Administrativa","Eliana Bento da Silva Amatuzzi Barros","100","20","A5","04/20/2016","94 folhas de papel reciclado de 90gr (66 x 96cm)","R$ 15.04","08 chapas positivas de alumínio (CATU)","R$31.36","38 folhas de papel Color Plus 120gr - MADRID (66 x 96cm) ","R$33.50","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão,blanqueta, restauradoras etc.</p>
","Diretoria"
"12722","Projeto Selo Editorial Malha Fina Cartonera (Poesia Língua Franca)","Off-Set","2016","16","Departamento de Letras Modernas - DLM","Acadêmica","Profa. Dra. Idalia Morejón Arnaiz","100","80","A5","04/07/2016","375 Folhas de Papel Sulfite 75grs (66 x 96cm)","R$ 52.50","25 Chapas Positivas de Alumínio (CATU)","R$98.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Profa. Dra. Idalia Morejón Arnaiz (Direto na Tesouraria)"
"12721","XI Semana de Filologia (Cartazes)","Off-Set","2016","15","Departamento de Letras Clássicas e Vernáculas - DLCV","Acadêmica","Prof. Luis Antônio Lindo","70","1","A3","04/07/2016","14 Folhas do Papel Color Plus 120gr / 66 x 96cm (Marfim - Creme)","R$ 12.46","03 Chapas positivas de Alumínio","R$35.31","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Departamento de Letras Clássicas e Vernáculas - DLCV"
"12720","XI Semana de Filologia (Blocos)","Off-Set","2016","14","Departamento de Letras Clássicas e Vernáculas - DLCV","Acadêmica","Prof. Luis Antônio Lindo","200","1","A5","04/07/2016","188 Folhas de Papel Sulfite 75grs (66 x 96cm)","R$ 26.32","05 Chapas Positivas de Alumínio","R$58.85","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Departamento de Letras Clássicas e Vernáculas - DLCV"
"12719","XI Semana de Filologia (Folder)","Off-Set","2016","13","Departamento de Letras Clássicas e Vernáculas - DLCV","Acadêmica","Prof. Luis Antônio Lindo","200","2","A3","04/07/2016","75 Folhas do Papel Color Plus 120gr / 66 x 96cm (Marfim - Creme)","R$ 66.75","03 Chapas Positivas de Alumínio","R$35.31","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Departamento de Letras Clássicas e Vernáculas - DLCV"
"12715","Folder: Cinema na Letras","Off-Set","2016","12","Departamento de Letras Modernas - DLM","Acadêmica","Professora Laura Hosiasson","150","4","A5","03/29/2016","29 Folhas de Papel Color Plus - 66 x 96cm - 120grs - Madrid Laranja Claro","R$ 25.81","02 Chapas Positivas de Alumínio","R$23.54","Fotolito - Capa","R$120.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Departamento de Letras Modernas - DLM"
"12708"," Jornal do CAHIS","Off-Set","2016","11","Centro Acadêmico de História ","Acadêmica","Everton André ","500","8","A4","03/21/2016","313 Folhas de Papel Jornal 52 grs (66 x 96cm)","R$ 31.30","06 Chapas Positivas de Alumínio (CATU)","R$23.52","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão,blanqueta, restauradoras etc.</p>
","Centro Acadêmico de História - CAHIS"
"12706","O Discurso sem Método","Off-Set","2016","10","Centro Acadêmico de Filosofia - CAF","Acadêmica","André","150","28","","03/11/2016","394 Folhas de Papel Jornal 52grs (66 x 96cm)","R$ 39.40","18 Chapas positivas de Alumínio (CATU)","R$70.56","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Centro Acadêmico de Filosofia - CAF"
"12701","Pequena Introdução à Teoria das Operações Enunciativas (Capa Refeita)","Off-Set","2016","9","Editora Humanitas","Administrativa","Helena","300","164","12 x 18cm","03/01/2016","150 cartões Supremo - 250grs - 66 x 96 grs","R$ 136.95","07 Chapas positivas de alumínio -  Heidelberg","R$82.39","Impressão em 4 cores","R$450.00","Laminação Fosca","R$100.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Os 30% sobre o total de materiais representa os gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Integral para a Humanitas (recolhimento na Tesouraria)"
"12700","IV Jornada de Literatura Traduzida","Off-Set","2016","8","Departamento de Letras Modernas - DLM","Acadêmica","Professora Lúcia Wataghin","50","34","A5","02/29/2016","80 folhas de papel sulfite 75grs (66 x 96cm)","R$ 12.80","15 chapas positivas de alumínio (CATU)","R$58.80","","","20 papéis cartão - Color Plus (Marfim - Creme) - 66 x 96cm - 120grs","R$17.80","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>30% sobre o total de materiais representa gastos com tinta, solventes, toner, cola, algodão, blanqueta, restauradoras etc.</p>
","Departamento de Letras Modernas - DLM"
