"nid","title","field_ano","field_numero","field_preced_ncia","field__rea","field_respons_vel","field_tiragem","field_originais","field_formato","field_entrada","field_material_1","field_pre_o_1","field_material_2","field_pre_o_2","field_material_3","field_pre_o_3","field_material_4","field_pre_o_4","field_material_5","field_pre_o_5","field_material_6","field_pre_o_6","field_pre_o_7","field_material_7","field_observa_o","field_fonte"
"12055","Outorga do Titulo de Prof.Emérito -Maria de lourdes mônaco Janotti","2014","9","ASSISTÊNCIA ACADEMICA","ACADEMICA","ROSÂNGELA DUARTE","200","2"," A 4","12/03/2014","40 FLS DE PAPEL VERGÊ 120 GRS 66 X 96","","5 CHAPAS DE ALUMINIODUPLO OFICIO OFF SET","R$35.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL : ROSANGELA DUARTE<br />
FONTE PAGADORA: DIRETORIA</p>
",""
"12056","FORNECIMENTO DE PAPEL  PÓS- GRADUAÇÃO","2014","10","SERVIÇO DE PÓS-GRADUAÇÃO","ACADEMICA","ALINE NOGUEIRA MARQUES","4000","1"," A 4","","315 FLS DE PAPEL OFF SET 66 X 96 120 GRS","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: ALINE NOGUEIRA MARQUES<br />
FONTE PAGADORA: SERVIÇO DE PÓS -GRADUAÇÃO</p>
",""
"12057","IX SEMANA DE FILOLOGIA: FOLDERS, BLOCOS DE RASCUNHO E CARTAZES","2014","11","DLCV","ACADÊMICA","PROF°. DR. LUIZ ANTÔNIO LINDO","","","A3/A4/A5","","282 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","56 FLS DE PAPEL COLOR PLUS MARFIM 120 GRS 66 X 96","","10 CHAPAS DUPLO OFÍCIO OFF SET (CATU 510)","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PROF°. DR. LUIZ ANTÔNIO LINDO                   FONTE PAGADORA: DLCV<br />
OBS: 150 FOLDERS A4 (COLOR PLUS)/150 BLOCOS A5 COM 20 FLS CADA(OFF-SET)/100 FOLHAS A3 PARA CARTAZ(COLOR PLUS)- SOMENTE CORTE- IMPRESSÃO FEITA PELO SCS</p>
",""
"12058","FOLDERS- PROCEDIMENTOS PARA ESTÁGIOS NÃO OBRIGATÓRIOS","2014","12","SERVIÇO DE ASSISTÊNCIA AO ENSINO DE GRADUAÇÃO","ACDÊMICA","ILZA CAVALCANTE DA SILVA","1000","2","A4","","157 FLS DE PAPEL COLOR PLUS NICE 120 GRS 66 X 96","","3 CHAPAS DE ALUMÍNIO DUPLO OFICIO OFFSET(CATU 510)","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: ILZA CAVALCANTE DA SILVA<br />
FONTE PAGADORA: DIRETORIA</p>
",""
"12059","FORNECIMENTO DE PAPEL PARA CCint","2014","13","CCint","ADMINISTRATIVA","VIVIAN PAMELLA VIVIANI DE CASTRO","1000","1","A4","07/05/2014","138 FLS DE PAPEL SULFITE 120 GRS 66 X 96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: VIVIAN PAMELLA VIVIANI DE CASTRO<br />
FONTE PAGADORA: COMISSÃO DE COOPERAÇÃO INTERNACIONAL- CCint- FFLCH- USP</p>
",""
"12060","XIV ENCONTRO DE ESTUDOS COMPARADOS DE LITERATURAS DE LÍNGUA PORTUGUESA","2014","14","CELP","ACADÊMICA","PROF. DR. MAURICIO S. VASCONCELOS","","","","07/05/2014","642 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","120 FLS DE PAPEL SUPREMO 250 GRS 66 X 96","","10 CHAPAS DE ALUMÍNIO DUPLO OFICIO OFFSET(CATU510)","","IMPRESSÃO EM 2 CORES","R$150.00","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PROF. DR. MAURICIO SALLES VASCONCELOS<br />
FONTE PAGADORA: PROGRAMA DE PÓS DA ÁREA DE ESTUDOS COMPARADOS- CELP<br />
Obs.:</p>
",""
"12061","BLOCO DE RASCUNHO ""NEGRITUDE EM DEBATE 2014","2014","15","DEPARTAMENTO DE HISTÓRIA  FFLCH/USP","ACADEMICA","PROFº MAURICIO CARDOSO","120","1"," A5","","170 FLS DE PAPEL OFF SET 66X 96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PROFº MAURICIO CARDOSO<br />
FONTE PAGADORA : DEPARTAMENTO DE HISTÓRIA FFLCH/USP</p>
",""
"12062","FORNECIMENTO DE PAPEL  A4","2014","16","DIRETORIA","ADM","DAYANE ESTEVES NOGUEIRA","3100","1"," A4","","15 FLS DE PAPEL CASCA DE OVO 90 GRS 66 X 96","","400 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL :DAYANE ESTEVES NOGUEIRA<br />
FONTE PAGADORA:DIRETORIA</p>
",""
"12063","FORNECIMENTO DE PAPEL","2014","17","PÓS GRADUAÇÃO","ACADEMICA","ALINE NOGUEIRA MARQUE","4000","1","A 4","","275 FLS DE PAPEL OFF SET 120 GRS 66 X96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL : ALINE NOGUEIRA MARQUES<br />
SERVIÇO DE PÓS GRADUAÇÃO .</p>
",""
"12064","FOLHA DE  PROVA","2014","18","ALMOXARIFADO","ADM","JOSÉ APARECIDO IRINEU","40000","2"," A 3","","40.000 FLIS DE PAPEL OFF SET 75GRS 66 X 96","R$ 1380.00","5 CHAPA DE ALUMINIO DUPLO OFICIO OFF SET","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL : ALMOXARIFADO (JOSÉ APARECIDO IRINEU )<br />
FONTE PAGADORA: ALMOXARIFADO VALOR R$490,51<br />
PAPEL FORNECITO PELO ALMOXARIFADO</p>
",""
"12065","TIMBRE DE ENVELOPE 14 X 29 TIPO OFICIO","2014","19","ALMOXARIFADO","ADM","JOSÉ APARECIDO IRINEU","15000","1"," 14 X 29","","15000 ENVELOPES TIPO OFGICIO","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:JOSÉ APARECIDO IRINEU<br />
FONTE PAGADORA:ALMOXARIFADO(SERÁ POGO R$141,71 POIS OS ENVEPOLOPES FORAM FORNRCIDOS POLO ALMOXARIFADO.)</p>
",""
"12066","FOLDER ( CENTENARIO AL SUR )","2014","20","DLM","ACADEMICA","LUCIA WATAGHIN","400","2"," A 4","03/10/2014","65 FLS DE PAPEL COLLOR PLUS VERDE","","5 CHAPA DE ALUMINIO DUPLO OFICIO CATÚ 510","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PROFª.LUCIA WATAGHIN<br />
FONTE PAGADORA:VERBA DE EVENTOS DO DTLLC PROJETOS ESPECIAIS -080 .</p>
",""
"12067","FICHA E FOLDERS-FFLCH DE ESTÁGIO NÃO OBRIGATÓRIO","2014","21","ASSISTÊNCIA ACADEMICA","ACADEMICA","ILZA","3","4000"," A 4 , 12 X 8","08/10/2014","80 FLS DE PAPEL COLLOR PLUS 180 GRS 66 X 96AZUL","","315 FLS DE CARTOLINA BRANCA 180 GRS 66 X 96","","5 CHAPAS DE ALUMINIO DUPLO OFICIO ( CATÚ 510 )","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: ILZA<br />
FONTE PAGADORA:ASSISTÊNCIA ACADEMICA</p>
",""
"12068","FORNECIMENTO DE PAPEL","2014","23"," NUPPS","ACADEMICA","JOSÉ ÁLVARO MOISÉS (DIRETOR CIENTIFICO)","1500","1","A 4","10/10/2014","200 FLS DE PAPEL OFF SET 120 GRS 66 X 96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:JOSÉ ÁLVARO MOISÉS DIRETOR CIENTIFICO .<br />
FONTE PAGADORA: NUPPS</p>
",""
"11969","BLOCO DE NOTAS (COLOQUIO INTER. ÉLISÉE RECLUS )","2011","80","DEPARTAMENTO DE  GEOGRAFIA","ACADEMICA","ANDRÉ ROBERTO MARTIN ( CHEFE )","150","20","","05/12/2011","200 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 40.00","3 CHAPAS DE ALUMINIO DUPLO OFICIO","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: ANDRÉ ROBERTO MARTIN ( CHEFE ) FONTE PAGADORA : DEPARTAMENTO  DE GEOGRAFIA</p>
",""
"11970","BLOCO DE RECADO FFLCH","2011","81","DEPT DE HISTORIA","ACADEMICA","PROFª. DRª.SARA ALBIERI","10000","1","11X14","","730 FLS DE PAPEL OFF SET 75 GRS 66 X96","R$ 146.00","5 CHAPAS DE ALUMINIO DUPLO OFICIO","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PROFª.DRª SARA ALBIERI (FONTE PAGADORA DEPT. DE HISTORIA )</p>
",""
"11971","FICHA ORÇAMENTÁRIA","2012","1","CONTABILIDADE","FINANCEIRA","SERVIÇO DE EXECUÇÃO ORÇAMENTÁRIA","600","2","A3","09/01/2012","200FLS DE CARTÃO","R$ 140.00","5 CHAPAS DE ALUMINIO","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>FONTE PAGADORA:SERVIÇO DE EXECUÇÃO ORÇAMENTÁRIA</p>
",""
"11972","BLOCO DE RASCUNHO","2011","2","DEPARTAMENTO DE HISTÓRIA","ACADÊMICA","Prof.Dr.SARA ALBIERI","100","50","12X23","12/01/2012","470FLS DE PAPEL SULFITE 75GRS","R$ 94.00","3 CHAPAS DE ALUMINIO POSITIVA","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:PROF.DR. SARA ALBIERI<br />
FONTE PAGADORA:DEPARTAMENTO DE HISTÓRIA</p>
",""
"11973","BLOCO DE RECADO","2011","2","DEPARTAMENTO DE HISTÓRIA","ACADÊMICA","PROF.DR.SARA ALBIERI","100","50","11X14","12/01/2012","470FLS DE PAPEL SULFITE 75GRS 66X96","R$ 94.00","3 CHAPAS DE ALUMINIO POSITIVA","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11974","BLOCO DE RECADO","2011","2","DEPARTAMENTO DE HISTÓRIA","ACADÊMICA","PROF.DR.SARA ALBIERI","100","50","11X14","12/01/2012","260FLS DE PAPEL SULFITE","R$ 52.00","3CHAPAS DE ALUMINIO DUPLO OFICIO","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:PROF.DR.SARA ALBIERI.<br />
FONTE PAGADORA: DEPARTAMENTO DE HISTÓRIA</p>
",""
"11975","PÓS GRADUAÇÃO (FORNECIMENTO DE PAPEL)","2012","4","","ACADÊMICA","LAVINIA DE OLIVEIRA RIBEIRO","5000","1","A4","","700FLS DE PAPEL SULFITE 120GRS 66X96","R$ 210.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:LAVINIA DE OLIVEIRA RIBEIRO<br />
FONTE PAGADORA:SERVIÇO DE PÓS GRADUAÇÃO</p>
",""
"11976","FORNECIMENTO DE PAPEL(COMISSÃO DE COOPERAÇÃO INTERNACIONAL","2012","2","COMISSÃO DE COOPERAÇÃO INTERNACIONAL","ACADÊMICA","VIVIAN PAMELA VIVIANI","500","1","A4","","70FLS DE PAPEL VERGÊ 120GRS 66X96","R$ 56.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:VIVIAN PAMELLA VIVIANI(COMISSÃO DE COOPERAÇÃO INTERNACIONAL)</p>
",""
"11977","FORNECIMENTO DE PAPEL","2012","6","SERVIÇO DE GRADUAÇÃO","ACADÊMICA","HILTON JOSÉ SOARES","7500","1","A4","01/02/2012","900FLS DE PAPEL SUPER BOND 75GRS 66X96","R$ 270.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:HILTON JOSÉ SOARES<br />
FONTE PAGADORA:SERVIÇO DE GRADUAÇÃO</p>
",""
"11978","FORNECIMENTO DE PAPEL","2012","5","HUMANITAS","ADMINISTRATIVA","HELENA","2000","1","A4","01/02/2012","270FLS DE PAPEL SULFITE 75GRS 66X96","R$ 54.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:HELENA<br />
FONTE PAGADORA :RECOLHIMENTO NA TESOURARIA</p>
",""
"11979","CONVITE RECEPÇÃO AOS CALOUROS","2012","7","SERVIÇO DE DIVULGAÇÃO","ADMINISTRATIVA","DORLI","2000","1","A5","02/02/2012","150FLS DE PAPEL VERGÊ 180GRS 66X96","R$ 225.00","4 CHAPAS DE ALUMINIO POSITIVA","R$24.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:DORLI<br />
FONTE PAGADORA :DIRETORIA</p>
",""
"11980","DEPARTAMENTO DE GEOGRAFIA(FORNECIMENTO DE PAPEL)","2012","8","DEPARTAMENTO DE GEOGRAFIA","ACADÊMICA","PROF DR:MARIA ELIZA MIRANDA","250","1","66X96","10/02/2012","250FLS DE PAPEL KRAFT 80GRS 66X96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL :PROF DR: MARIA ELIZA MIRANDA<br />
FONTE PAGADORA:DEPARTAMENTO DE GEOGRAFIA</p>
",""
"11981","PASTA","2012","9","GRADUAÇÃO DE GEOGRAFIA E HISTORIA","ACADÊMICA","ROSE MARIA BRECHT PALOS","1000","1","31 X 24,2","07/03/2012","550 FLS DE CARTÃO 240 GRS  50 X 66","R$ 220.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:ROSE MARIA BRECHT PALOS (SUPERVISORA ACADÊMICA) FONTE PAGADORA:GRADUAÇÂO GEOGRÁFIA E HISTORIA .</p>
",""
"11982","BLOCO DE RASCUNHO","2012","18","LABORATÓRIO DE GEOGRAFIA URBANA","ADM","PROFª.DRª. GLÓRIA DA ANUNCIAÇÃO","10000","1"," A 3","09/05/2012","785 FLS DE PAPEL JORNAL 52 GRS 66 X 96","R$ 157.00","3 CHAPA DE ALUMINIO DUPLO OFICIO","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PROFª.DRª. GLÓRIA DA ANUNCIAÇÃO<br />
FONTE PAGADORA: PROCESSO: 2012.1.1907.8.9</p>
",""
"11983","FORNECIMENTO DE PAPEL","2012","19","LABORATÓRIO DE GEOGRAFIA URBANA","ADM","PROFª. DRª GLÓRIA DA ANUNCIAÇÃO","1000","1"," A 4","09/05/2012","160 FLS DE PAPEL VERGÊ 120 GRS 66 X 96","R$ 128.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:PROFª.DRª.GLÓRIA  DA ANUNCIAÇÃO<br />
FONTE PAGADORA:PROCESSO:2012.1.1907.8.9</p>
",""
"11984","FORNECIMENTO DE PAPEL","2012","20","CULTURA E EXTENSÃO","ADM","AURELUCE PIMENTA","3000","1"," A 4","","470 FLS DE PAPEL VERGÊ 120 GRS 66X 96 BRANCO","R$ 376.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:AURELUCE PIMENTA(SERV.DE CULTURA E EXTENSÃO)FONTE PAGADOAR :CULTURA E EXTENSÃO.</p>
",""
"11985","PASTAS -SEÇÃO DE ALUNOS DE FILOSOFIA E CIÊNCIAS SOCIAIS","2012","21","SEÇÃO DE ALUNOS DE FILOSOFIA E CIÊNCIAS SOCIAIS","ACADÊMICA","JOSE EDUARDO BATISTA","2000","1","29,7X42,0","","1050FLS DE CARTÃO 240GRS 50,66","R$ 840.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:JOSE EDUARDO BATISTA<br />
FONTE PAGADORA:SEÇÃO DE ALUNOS DE FILOSOFIA E CIÊNCIAS SOCIAIS</p>
",""
"11986","FORMULÁRIO GUIA DE TESOURARIA","2012","22","TESOURARIA","FINANCEIRA","RICARDO VALÉRIO CAMPOS","1000","1","A4","","160FLS DE PAPEL SULFITE 75GRS 66X96","R$ 40.00","3 CHAPA DE ALUMINIO DUPLO OFICIO","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:RICARDO VALÉRIO CAMPOS<br />
FONTE PAGADORA:TESOURARIA</p>
",""
"11987","CARTAZ( CAHIS-USP )","2012","23","CAHIS","ADM","LUITALIMA","500","1"," A 3","04/06/2012","156 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","4 CHAPA OFF SET  DUPLO OFICIO","R$28.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: DORLI  FONTE PAGADORA : CAHIS USP</p>
",""
"11988","FORMULARIO DE  GUIA TESOURARIA","2012","24","TESOURARIA","ADM","SEVIÇO DE TESOURARIA","9000","1"," A 4","05/06/2012","1.400 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 350.00","3 CHAPA DE ALUMINIO DUPLO OFICIO","R$21.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: DORLI ( FONTE PAGADORA : SERVIÇO DE TESOURARIA )</p>
",""
"11989","FORNECIMENTO DE PAPEL","2012","25","NAP BRASIL ÁFRICA","ACADEMICA","JOÃO CARLOS PRADO SANTOLARIA","250","1"," A 4","","40 FLS DE PAPEL VERGE 120 GRS MARFIM 66 X 96","R$ 48.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:JOÃO CARLOS PRADO SANTOLARIA ( FONTE PAGADORA : NÚCLEO DE APOIO Á PESQUISA  BRASIL ÁFRICA .</p>
",""
"11990","FICHA:ESTÁGIO NÃO OBRIGATÓRIO DE GRADUAÇÃO","2012","26","ESVIÇO DE ASSISTÊNCIA AO ENSINO DE GRADUAÇÃO","ACADEMICA","ROSEMEIRE BERNINI ANGELOCCI","3000","8"," A5","","250 FLS DE CATÃO 180 GRS 66 X 96","R$ 325.00","10 CHAPAS DE ALUMINIO DUPLO OFICIO","R$70.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPOSÁVEL:ROSEMEIRE BERNINI ANGELOCCI (FONTE PAGADORA :SEVIÇO DE ASSISTENCIA AO ENSINO DE GRADUAÇÃO).</p>
",""
"11991","FORNECIMENTO DE PAPEL","2012","27","CAPH","ACADEMICA","PROFª.DRª.MÁRCIA REGINA BARROS DE SILVA","500","1"," A 4","","40 FLS DE PAPEL VERGÊ 120 GRS 66 X 96 DIAMANTE","R$ 48.00","40 FLS DE PAPEL VERGÊ 120 GRS 66 X96 VERDE","R$48.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PROFª.DRª.MÁRCIA REGINA BARROS DA SILVA ( FONTE PAGADORA :CAPH</p>
",""
"11992","FORNECIMENTO DE PAPEL","2012","28","CAPH","ACADEMICO","PROFª.DRª MÁRCIA REGINA BARROS DA SILVA","1500","1"," A  4","","240 FLS DE PAPEL VERGÊ 120 GRS 66 X 96 DIAMANTE","R$ 288.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPOSÁVEL:PROFª.DRª.MÁRCIA REGINA BARROS DA SILVA ( FONTE PAGADORA : CAPH )</p>
",""
"11993","IMPRESSÃO DE FOLHA DE PROVA","2012","29","ALMOXARIFADO","ADM","ALMOXARIFADO","40000","1","","","40 PACOTES DE PAPEL OFF SET 75 GRS","","4 CHAPAS DE ALUMINIO DUPLO OFICIO","R$35.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável:almoxarifado ,valor R$472,98 + R$35.00 de chapas:total a pagar:R$ 507.98,o almoxarifado forneceu o papel.</p>
",""
"11994","BLOCOS","2012","30","SERVIÇO DE TESOURARIA","ADM","ELIANA BENTO DA SILVA A BARROS","10","1"," A 4","03/07/2012","50 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","2 CHAPAS DE ALUMINIO DUPLO OFICIO","R$14.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPOSÁVEL:ELIANA BENTO DA SILVA A .BARROS (FONTE PAGADORA :SERVIÇO DE TESOURARIA )</p>
",""
"11995","FORNECIMENTO DA E PAPEL","2012","31","CENTRO DE LÍNGUA","ACADEMICA","ELIANA VAZ DO NASCIMENTO","3000","1"," A 4","05/07/2012","500 FLS DE PAPEL OFF SET 75 GES 66 X 96","R$ 125.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: ELIANA VAZ DO NASCIMENTO :FONTE PAGADORA CENTRO DE LÍNGUAS</p>
",""
"11996","SIMPÓSIO INTERNACIONAL DE HISTÓRIA PUBLICA","2012","32","DEPARTAMENTO DE HISTÓRIA","ACADÊMICA","PROF.DRA.SARA ALBIERI","8000","1","A5","12/07/2012","300 FLS DE PAPEL SULFITE 75GRS 66X96","R$ 75.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:PROF.DRA.SARA ALBIERI<br />
FONTE PAGADORA:DEPARTAMENTO DE HISTÓRIA</p>
",""
"11997","FOLDER: 90 ANOS DE ULYSSES","2012","33","CÁTEDRA DE ESTUDOS IRLANDESES W.B.YEATS","ACADÊMICA","PROF.LAURA IZARRA","300","4","A4","","80FLS DE CARTÃO 180GRS 66X96","R$ 104.00","4 CHAPAS DE ALUMINIO DUPLO OFICIO","R$28.00","IMPRESSÃO DE 2 CORÊS","R$300.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:PROF.LAURA IZARRA<br />
FONTE PAGADORA :CÁTEDRA DE ESTUDOS IRLANDESES W.B.YEATS</p>
",""
"11998","FORNECIMENTO DE PAPEL (DEPARTAMENTO DE HISTÓRIA)","2012","34","DEPARTAMENTO DE HISTÓRIA","ACADÊMICA","PROF.SARA ALBIERI","1800","1","A4","","280FLS DE PAPEL VERGÊ 120GRS 66X96","R$ 336.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:PROF.SARA ALBIERI<br />
FONTE PAGADORA:DEPARTAMENTO DE HISTÓRIA</p>
",""
"11999","CARTAZ (CENEDIC)","2012","35","CENEDIC","ACADÊMICA","MARIA LUCINEIA DE ALMEIDA","100","1","A3","","50FLS DE PAPEL KRAFT 80GRS","R$ 20.00","3 CHAPAS DE ALUMINIO POSITIVA","R$21.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:MARIA LUCINEIA DE ALMEIDA<br />
FONTE PAGADORA:DESFORMAS</p>
",""
"12000","CARTAZ(13º SEMINÁRIO NACIONAL DE HISTÓRIA DAS CIÊNCIAS)","2012","36","CAPH","ACADEMICA","PROFAª.MÁRCIA REGINA BARROS DA SILVA","1000","4"," A 3","","350 FLS DE APPAEL OFF SET 120 GRS 66 X 96","","8 CHAPA DE ALUMINIO DUPLO OFICIO","R$56.00","1 COR DA IMPRSSÃO COR PANTONE 632u","R$150.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:PROFAª.MÁRCIA REGINA BARROS DA SILVA:FONTE PAGADORA : CAPH</p>
",""
"12001","A VIDA EA OBRA DE CAROLINA MACHAELIS DE VASCONCELOS ( FOLDER + CONVITES )","2012","37","DLCV","ADM","PROFª  VALÉRIA GIL CONDÉ","600","4"," A3 , A4","","701 FLS DE PAPEL COLOR PLUS 180 GRS 66 X 96","R$ 119.00","10 CHAPAS DE ALUMINIO OFICIO","R$70.00","1 COR DA IMPRESSÃO  EM MARRON","R$150.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPOSÁVEL:PROFª.VALÉRIA GIL CONDÉ<br />
FONTE PAGADORA:DIRETORIA</p>
",""
"12002","FORNECIMENTO DE PAPEL (COMISSÃO DE COOPERAÇÃO INTERNACIONAL-FFLCH)","2012","38","COMISSÃO DE COOPERAÇÃO INTERNACIONAL","ACADÊMICA","MÁRCIA CASSEMIRO DA SILVA","1000","2","A4","","150FLS DE PAPEL SULFITE 75GRS 66X96","","150FLS DE PAPEL SULFITE 120GRS 66X96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:MÁRCIA CASSEMIRO DA SILVA<br />
FONTE PAGADORA:COMISSÃO DE COOPERAÇÃO INTERNACIONAL-FFLCH</p>
",""
"12003","SIPAT CONJUNTA(BLOCOS DE RASCUNHO)","2012","39","DIRETORIA","ADMINISTRATIVA","ELISABETE FERNANDES FERRES","500","50","A5","","950 FLS DE PAPEL JORNAL 52GRS 66X96","R$ 285.00","90 FLS DE PAPEL SULFITE 120GRS 66X96","","4 CHAPAS DE ALUMINIO DUPLO OFICIO POSITIVA","R$28.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:ELISABETE FERNANDES FERRES<br />
FONTE PAGADORA:DIRETORIA</p>
",""
